sms,category
{'message': 'INR 45000.00 credited to A/c no. XX1083 on 25-06-25 at 20:47:24 IST. Info - MOB/TPFT/PRIYESH SHAH HU/9. Chk Bal https://ccm.axbk.in/AXISBK/ltt3Dvko - Axis Bank'},Salary Income
"{'message': 'Binge worry-free this holiday season with Vi Data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Subscription Payment
"{'message': 'Last-Call:00:00:34, Charge:Rs0.00, Main-Bal:Rs12.34, ULPack-Exp:10-Dec-25'}",Food & Dining
{'message': 'You can get Sony LIV + ZEE5 + 10GB FREE DATA in just Rs 175 ! Click to recharge\nhttps://vi.app.link/ViMTVCVMPrSu'},Subscription Payment
"{'message': 'Long distance family call? Our data pack bridges the distance with love\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Other
"{'message': 'ALERT: Beware of fraudulent calls or SMS posing as telecom authorities (TRAI/DoT), police, cybercrime, customs, courier, postal department. Scammers may falsely accuse you of crimes to steal personal details, financial credentials, or OTPs. Never share information or transfer money. To report suspicious calls/messages dial 1930 and visit https://sancharsaathi.gov.in/sfc/ Stay alert. Stay safe with Vi'}",Other
"{'message': 'Hi , Start Strong, Start with Croma. Get Ai Laptops starting Rs 54,990* at Croma stores. Visit now http://m.tneu.in/TNCRMA/WBX408o T&C'}",Bank Alert
"{'message': ""Enjoy uninterrupted internet during rain or shine with Vi's data packs:\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121""}",Other
{'message': 'Match Alert! Watch IND vs ENG LIVE with 3-month JioHotstar + 5GB data at just Rs.101! Recharge now: https://viapp.onelink.me/bSC3/jh101sms'},Subscription Payment
"{'message': ""Browse, download, stream – all season long with Vi's data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121""}",Subscription Payment
"{'message': 'Enjoy non-stop entertainment with Vi Data packs!\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Subscription Payment
{'message': 'Match Alert! Watch IND vs ENG LIVE with 3-month JioHotstar + 5GB data at just Rs.101! Recharge now: https://viapp.onelink.me/bSC3/jh101sms'},Subscription Payment
"{'message': 'Binge more, Pay Less! Recharge with Vi Data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Subscription Payment
"{'message': 'Your Ola booking CRN: 9513227238 is confirmed for 11:30AM, 19 Jun. We will share ride details with you 2 hours before your pickup. Have a safe journey!'}",Online Shopping
"{'message': 'Your Ola booking CRN: 9513102626 is confirmed for 11:00AM, 19 Jun. We will share ride details with you 2 hours before your pickup. Have a safe journey!'}",Other
{'message': ' Match Alert! Watch IND vs ENG LIVE with 3-month JioHotstar + 5GB data at just Rs.101! Recharge now https://viapp.onelink.me/bSC3/jh101cvm'},Subscription Payment
"{'message': 'Binge worry-free this holiday season with Vi Data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Subscription Payment
{'message': 'New Launch: Watch Kankhajura on Sony LIV with 4GB data with Vi Plan @ Rs.95! Recharge:https://viapp.onelink.me/bSC3/slsms95'},Subscription Payment
{'message': 'You can get Sony LIV + ZEE5 + 10GB FREE DATA in just Rs 175 ! Click to recharge\nhttps://vi.app.link/ViMTVCVMPrSu'},Subscription Payment
"{'message': 'Long distance family call? Our data pack bridges the distance with love\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nhttps://viapp.onelink.me/bSC3/CSMS121'}",Other
"{'message': ""Enjoy uninterrupted internet during rain or shine with Vi's data packs:\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16""}",Subscription Payment
{'message': 'This festive season enjoy 130 GB Data over next one year with Vi Guarantee by upgrading to new Vivo Y18 series Smartphone starting at Rs7999! T&C Apply'},Subscription Payment
"{'message': ""Browse, download, stream – all season long with Vi's data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16""}",Subscription Payment
"{'message': 'Seamless connectivity with Vi Data packs!\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16'}",Food & Dining
{'message': 'Trending: Watch Kesari 2 with 3-month JioHotstar and get 5GB data on Vi App at just Rs.101! Recharge now: https://viapp.onelink.me/bSC3/jh101sms'},Subscription Payment
"{'message': 'Seamless connectivity with Vi Data packs!\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16'}",Food & Dining
{'message': 'This festive season enjoy 130 GB Data over next one year with Vi Guarantee by upgrading to new Vivo Y18 series Smartphone starting at Rs7999! T&C Apply'},Subscription Payment
"{'message': ""Don't miss THIS! Get 1 KG Onion at FLAT Rs. 5 with Quick Free Home Delivery & Zero Extra Charges - only on JioMart! Shop Now www.jiomart.com *TCA""}",Food & Dining
"{'message': 'Enjoy non-stop entertainment with Vi Data packs!\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16'}",Subscription Payment
{'message': 'संचार साथी मोबाईल ॲप वापरून तुमचा हरवलेला/चोरी झालेला फोन ब्लॉक करा आणि त्याचा सोप्या पद्धतीने शोध घ्या. मोबाईल ॲप येथून डाउनलोड करा: Android:https://play.google.com/store/apps/details?id=com.dot.app.sancharsaathi\niOS: https://apps.apple.com/in/app/sanchar-saathi/id6739700695\nदूरसंचार विभाग'},Online Shopping
"{'message': 'Binge more, Pay Less! Recharge with Vi Data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16'}",Subscription Payment
"{'message': 'Binge worry-free this holiday season with Vi Data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16'}",Subscription Payment
{'message': 'संशयास्पद फसवणुकीच्या संपर्कांची तक्रार संचार साथी मोबाईल ॲपवर करणे सोपे आहे.मोबाईल ॲप येथून डाउनलोड करा: Android: https://play.google.com/store/apps/details?id=com.dot.app.sancharsaathi iOS: https://apps.apple.com/in/app/sanchar-saathi/id6739700695 \nदूरसंचार विभाग'},Online Shopping
{'message': 'New Launch: Watch Kankhajura on Sony LIV with 4GB data with Vi Plan @ Rs.95! Recharge:https://viapp.onelink.me/bSC3/slsms95'},Subscription Payment
{'message': 'New release! Watch Captain America with 3-month JioHotstar with 5GB data at just Rs.101! Recharge now: https://viapp.onelink.me/bSC3/jh101sms'},Subscription Payment
{'message': 'New release! Watch Captain America with 3-month JioHotstar with 5GB data at just Rs.101! Recharge now: https://viapp.onelink.me/bSC3/jh101sms'},Subscription Payment
"{'message': ""Enjoy uninterrupted internet during rain or shine with Vi's data packs:\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16""}",Subscription Payment
{'message': 'Get 2GB data FREE with every Utility payment! Click now to claim: https://viapp.onelink.me/bSC3/utsms'},Other
"{'message': 'Data Alert! 100MB left on your Daily Data pack, post which lower browsing speeds apply. Click bit.ly/ViDataRC or dial *121# to buy Data starting Rs23'}",Other
"{'message': 'Last-Call:00:00:20, Charge:Rs0.00, Main-Bal:Rs12.34, ULPack-Exp:10-Dec-25'}",Food & Dining
"{'message': ""2 & 3 BHK starting from Rs 2Cr* at Siddha Sky, Wadala.\nMumbai's 1st Rooftop Skywalk, 22K sq ft Clubhouse, 60+ amenities across 3 Levels\n#9513258829\nSiddha Sejal""}",Other
"{'message': 'Seamless connectivity with Vi Data packs!\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16'}",Food & Dining
"{'message': ""Siddha Sky, Wadala - 2 & 3BHK from Rs. 2Cr*\n60+ amenities, 4+ acre greens, 22,000 sq ft. Resident's Clubhouse and more.\n#9513258829\nSiddha Sejal""}",Other
"{'message': 'Last-Call:00:00:23, Charge:Rs0.00, Main-Bal:Rs12.34, ULPack-Exp:10-Dec-25'}",Food & Dining
{'message': 'Report SPAM to help in control of SPAM and action against spammers. With the TRAI DND App it is easy and quick. App also helps in blocking or allowing promotional calls. Available on trai.gov.in and google play/app store.'},Other
{'message': 'All Your Bills. One Super App - Vi App! Switch to Vi App - your one-stop destination for all bill payments! Click: https://viapp.onelink.me/bSC3/utsms'},Bill Payment
{'message': 'INR 14591.23 credited to A/c no. XX1083 on 05-06-25 at 17:38:30 IST. Info - NEFT/YESIG51560116938/SUSH. Chk Bal https://ccm.axbk.in/AXISBK/ltt3Dvko - Axis Bank'},Salary Income
"{'message': 'Binge more, Pay Less! Recharge with Vi Data packs\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16'}",Subscription Payment
{'message': 'Get 2GB data FREE with every Utility payment! Click now to claim: https://viapp.onelink.me/bSC3/utsms'},Other
{'message': 'You can get Sony LIV + ZEE5 + 10GB FREE DATA in just Rs 175 ! Click to recharge\nhttps://vi.app.link/ViMTVCVMPrSu'},Subscription Payment
{'message': 'FINAL MATCH ALERT! Watch LIVE cricket with 3-month JioHotstar with 5GB data at just Rs.101! Recharge now: https://viapp.onelink.me/bSC3/jh101sms'},Subscription Payment
{'message': 'Hello! Now Recharge with Rs 47 and get Unlimited Callertunes for 28 Days! To avail this offer click https://vi.app.link/ctap'},Wallet Recharge
"{'message': 'Catch the Cricket frenzy! Recharge with Vi data packs\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Wallet Recharge
{'message': 'This festive season enjoy 130 GB Data over next one year with Vi Guarantee by upgrading to new Vivo Y18 series Smartphone starting at Rs7999! T&C Apply'},Subscription Payment
{'message': 'Ready for finals?? Watch LIVE cricket with 3-month JioHotstar with 5GB data at just Rs.101! Recharge now: https://viapp.onelink.me/bSC3/jh101sms'},Subscription Payment
"{'message': 'Biggest match of this season,Punjab vs Mumbai Refill Data pack now:\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Subscription Payment
{'message': 'Watch Gujarat vs Chennai LIVE in HD on JioHotstar available with Vi pack of Rs.101. Get 3-month JioHotstar+5GB data Click: https://vi.app.link/j10cir'},Subscription Payment
"{'message': 'Data Alert! 100MB left on your Daily Data pack, post which lower browsing speeds apply. Click bit.ly/ViDataRC or dial *121# to buy Data starting Rs23'}",Other
"{'message': 'Dear Customer, In accordance with the RBI guidelines dated 28-03-25, charges for executing financial transaction at ATMs beyond the permissible limit of free transactions will be revised from Rs.21 to Rs.23 effective 01-07-25. To know your free limits and other details visit https://Axbk.in/AXISMR/UpbIyAoedij . Axis Bank. T&C apply.'}",Food & Dining
"{'message': 'Catch the Cricket frenzy! Recharge with Vi data packs\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Wallet Recharge
{'message': 'All Your Bills. One Super App! Switch to Vi App - your one-stop destination for all bill payments! Click: https://vi.app.link/utadd1'},Bill Payment
{'message': 'This festive season enjoy 130 GB Data over next one year with Vi Guarantee by upgrading to new Vivo Y18 series Smartphone starting at Rs7999! T&C Apply'},Subscription Payment
"{'message': 'PREMIUM 2 BHK HOMES\nSTARTING FROM @ 2 CR*\nFLEXIBLE PAYMENT PLANS\nCALL 7507070707\nOSHIWARA, ANDHERI WEST\nROSWALT REALTY\nMORE DETAILS: wa.link/rm08r8'}",Other
"{'message': 'PREMIUM 2 BHK HOMES\nSTARTING FROM @ 2 CR*\nFLEXIBLE PAYMENT PLANS\nCALL 7507070707\nOSHIWARA, ANDHERI WEST\nROSWALT REALTY\nMORE DETAILS: wa.link/rm08r8'}",Other
"{'message': 'Ready to Catch the Cricket Action?\r\nDon’t miss Gujarat vs Mumbai Recharge NOW\r\nRs33=2GB, 2D\r\nRs48=3GB+3GB, 3D\r\nNo SV\r\nvi.app.link/px16'}",Subscription Payment
"{'message': 'FREE 1GB Data credited - valid only for today! Browse, Stream, Download & do all you want! Continue enjoying the super-fast Vi 4G experience!'}",Subscription Payment
{'message': 'You can get Sony LIV + ZEE5 + 10GB FREE DATA in just Rs 175 ! Click to recharge\nhttps://vi.app.link/ViMTVCVMPrSu'},Subscription Payment
{'message': 'Race to the FINAL! Watch Gujarat vs Mumbai on JioHotstar with 5GB data at just Rs.101! Recharge now: https://vi.app.link/j10sms'},Subscription Payment
"{'message': 'Biggest match of this season,Punjab vs Bengalure Refill Data pack now:\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Subscription Payment
{'message': 'Your BIS portal account is created. Please check your registered email ID for credential details -Bureau of Indian Standards'},Salary Income
{'message': 'INR 15000.00 credited to A/c no. XX1083 on 28-05-25 at 21:57:22 IST. Info - MOB/TPFT/PRIYESH SHAH HU/9. Chk Bal https://ccm.axbk.in/AXISBK/ltt3Dvko - Axis Bank'},Salary Income
"{'message': 'Catch the Cricket frenzy! Recharge with Vi data packs\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Wallet Recharge
{'message': 'Watch IPL Playoffs LIVE in HD on JioHotstar available with Vi pack of Rs.101. Get 3-month JioHotstar+5GB data Click: https://vi.app.link/j10cir'},Subscription Payment
"{'message': 'Dear Customer, received funds in your account? Invest in Axis Bank FD and get up to 6.85% assured interest for 1 year+. Book now! https://Axbk.in/AXISMR/XARCWlFQWrK T&C'}",Salary Income
{'message': 'You can get Sony LIV + ZEE5 + 10GB FREE DATA in just Rs 175 ! Click to recharge\nhttps://vi.app.link/ViMTVCVMPrSu'},Subscription Payment
{'message': 'Get 5GB data with 3-month JioHotstar subscription now at just Rs.101! Recharge now: https://vi.app.link/j10sms'},Subscription Payment
"{'message': 'ALERT: Beware of fraudulent calls or SMS posing as telecom authorities (TRAI/DoT), police, cybercrime, customs, courier, postal department. Scammers may falsely accuse you of crimes to steal personal details, financial credentials, or OTPs. Never share information or transfer money. To report suspicious calls/messages dial 1930 and visit https://sancharsaathi.gov.in/sfc/ Stay alert. Stay safe with Vi'}",Other
{'message': 'This festive season enjoy 130 GB Data over next one year with Vi Guarantee by upgrading to new Vivo Y18 series Smartphone starting at Rs7999! T&C Apply'},Subscription Payment
"{'message': ""Calling all cricket fans! Don't miss Kolkata vs Hyderabad LIVE, Recharge with Vi data packs\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16""}",Subscription Payment
{'message': 'Watch Gujarat vs Chennai LIVE in HD on JioHotstar available with Vi pack of Rs.101. Get 3-month JioHotstar+5GB data Click: https://vi.app.link/j10cir'},Subscription Payment
"{'message': ""Experience infinite living at Siddha Sky, Sion NX.\n2BHK @1.92Cr* and 3BHK @2.65Cr*\nMumbai's first Rooftop Skywalk & 60+ amenities.\n#9513258829\nSiddha Sejal""}",Other
"{'message': 'Please be informed that TRAI does not issue NOC for installation of mobile towers. If a fraudster approach you with such a letter, the matter may be reported to the concerned mobile service provider.'}",Other
{'message': 'This festive season enjoy 130 GB Data over next one year with Vi Guarantee by upgrading to new Vivo Y18 series Smartphone starting at Rs7999! T&C Apply'},Subscription Payment
{'message': 'You can get Sony LIV + ZEE5 + 10GB FREE DATA in just Rs 175 ! Click to recharge\nhttps://vi.app.link/ViMTVCVMPrSu'},Subscription Payment
{'message': 'Watch Gujarat vs Lucknow LIVE in HD on JioHotstar available with Vi pack of Rs.101. Get 3-month JioHotstar+5GB data Click: https://vi.app.link/j10cir'},Subscription Payment
"{'message': ""Calling all cricket fans! Don't miss Gujarat vs Lucknow LIVE, Recharge with Vi data packs\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16""}",Subscription Payment
{'message': 'INR 15000.00 credited to A/c no. XX1083 on 22-05-25 at 11:34:37 IST. Info - MOB/TPFT/PRIYESH SHAH HU/9. Chk Bal https://ccm.axbk.in/AXISBK/ltt3Dvko - Axis Bank'},Salary Income
{'message': 'Please do not to respond to missed calls from unknown international numbers with prefix other than +91 or calls/SMS about winning prizes/ lottery as these may be fraudulent calls.'},Other
{'message': 'INR 15000.00 credited to A/c no. XX1083 on 22-05-25 at 11:23:15 IST. Info - MOB/TPFT/PRIYESH SHAH HU/9. Chk Bal https://ccm.axbk.in/AXISBK/ltt3Dvko - Axis Bank'},Salary Income
{'message': 'INR 15000.00 credited to A/c no. XX1083 on 21-05-25 at 22:28:55 IST. Info - MOB/TPFT/PRIYESH SHAH HU/9. Chk Bal https://ccm.axbk.in/AXISBK/ltt3Dvko - Axis Bank'},Salary Income
{'message': 'Watch Mumbai vs Delhi LIVE in HD on JioHotstar available with Vi pack of Rs.101. Get 3-month JioHotstar+5GB data Click: https://vi.app.link/j10cir'},Subscription Payment
{'message': 'THE WAFFLE VERSE is real! Waffler benefit unlocked for YOU - FREE SUNDAE on orders of >Rs. 250! CODE BWA95810BBWC Valid 15 days at The Belgian Waffle Co Mumbai stores only!'},Food & Dining
{'message': 'Hello! Now Recharge with Rs 47 and get Unlimited Callertunes for 28 Days! To avail this offer click https://vi.app.link/ctap'},Wallet Recharge
{'message': 'You can get Sony LIV + ZEE5 + 10GB FREE DATA in just Rs 175 ! Click to recharge\nhttps://vi.app.link/ViMTVCVMPrSu'},Subscription Payment
"{'message': ""Calling all cricket fans! Don't miss Hyderabad vs Lucknow LIVE, Recharge with Vi data packs\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16""}",Subscription Payment
{'message': 'This festive season enjoy 130 GB Data over next one year with Vi Guarantee by upgrading to new Vivo Y18 series Smartphone starting at Rs7999! T&C Apply'},Subscription Payment
{'message': 'Watch Delhi vs Gujarat LIVE in HD on JioHotstar available with Vi pack of Rs.101. Get 3-month JioHotstar+5GB data Click: https://vi.app.link/j10cir'},Subscription Payment
"{'message': 'Ready to Catch the Cricket Action?\nDont miss Kolkata vs Bengalure Recharge NOW\nRs33=2GB, 2D\nRs48=3GB+3GB, 3D\nNo SV\nvi.app.link/px16'}",Wallet Recharge
"{'message': ""Unlock infinite living at Siddha Sky, Sion NX.\n2BHK @1.92Cr* and 3BHK @2.65Cr*\nMumbai's first Rooftop Skywalk and 60+ amenities.\n#9513258829\nSiddha Sejal""}",Other
{'message': 'This festive season enjoy 130 GB Data over next one year with Vi Guarantee by upgrading to new Vivo Y18 series Smartphone starting at Rs7999! T&C Apply'},Subscription Payment
"{'message': 'Data Alert! 500MB left on your Daily Data pack. Click bit.ly/ViDataRC or dial *121# to buy a Data pack starting Rs23\n175:ViMovies&TV+10GB,28D. No SV'}",Other
